,16.15,16.16,16.17,16.35,16.53,16.6,16.7,16.8,16.9,6.15,6.16,6.17,6.35,6.53,6.6,6.7,6.8,6.9,7.15,7.16,7.17,7.35,7.53,7.6,7.7,7.8,7.9,8.15,8.16,8.17,8.35,8.53,8.6,8.7,8.8,8.9
1a30,0,0,0,0,0,0,0,0,0,478,135,139,1,1366,2562,701,742,2,0,0,0,0,0,377,414,1,0,0,0,0,0,0,0,0,0,0
1bcu,0,0,0,0,0,0,0,0,0,437,120,147,12,0,2007,561,660,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bzc,0,0,0,0,0,0,0,0,0,138,49,44,1,868,1918,688,607,31,117,98,4,200,66,278,250,15,357,0,0,0,0,0,60,3,0,0
1c5z,0,0,0,0,0,0,0,0,0,410,110,123,9,0,1328,359,404,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1e66,0,0,0,0,0,2,0,0,0,461,87,111,4,0,4218,870,1047,29,0,0,0,0,0,0,0,0,0,0,0,211,51,57,0,0,0,0
1eby,0,0,0,0,0,0,0,0,0,350,96,110,0,1470,6481,1821,1914,7,0,0,0,0,0,406,440,0,0,0,0,0,0,0,0,0,0,0
1g2k,0,0,0,0,0,0,0,0,0,535,153,157,1,1313,5934,1666,1737,3,0,0,0,0,0,356,377,0,0,60,0,0,0,0,0,0,190,54
1gpk,0,0,0,0,0,0,0,0,0,475,103,121,2,234,3634,776,910,24,0,0,0,0,0,59,66,2,0,0,0,0,0,0,0,0,0,0
1gpn,0,0,0,0,0,0,0,0,0,483,101,124,3,236,3886,819,981,24,0,0,0,0,0,55,67,3,0,0,0,0,0,0,0,0,0,0
1h22,0,0,0,0,0,0,0,0,0,815,172,218,3,436,5608,1160,1435,23,0,0,0,0,0,99,117,2,0,0,0,0,0,0,0,0,0,0
1h23,0,0,0,0,0,0,0,0,0,809,170,214,3,437,6011,1245,1521,23,0,0,0,0,0,99,115,2,0,0,0,0,0,0,0,0,0,0
1k1i,0,0,0,0,0,0,0,0,0,620,179,210,16,565,3015,858,1057,90,0,0,0,0,0,162,203,18,0,34,2,0,0,0,0,0,93,30
1lpg,0,0,0,0,0,0,0,0,0,788,222,248,18,244,4192,1309,1368,116,0,0,0,0,0,82,81,7,0,0,0,0,0,0,0,0,0,0
1mq6,0,0,0,0,0,14,0,0,0,712,197,226,16,454,3132,872,983,79,0,0,0,0,0,126,139,10,0,37,3,472,142,152,0,0,109,32
1nc1,0,0,0,0,0,0,0,0,0,882,234,263,8,662,2640,690,785,24,0,0,0,0,0,172,202,6,0,64,3,0,0,0,0,0,190,54
1nc3,0,0,0,0,0,0,0,0,0,1119,299,320,10,869,2209,596,652,20,0,0,0,0,0,227,269,9,0,0,0,0,0,0,0,0,0,0
1nvq,0,0,0,0,0,0,0,0,0,685,175,218,4,727,4893,1251,1528,27,0,0,0,0,0,184,233,4,0,0,0,0,0,0,0,0,0,0
1o0h,0,0,0,0,0,0,0,0,0,561,168,168,18,1181,1083,340,322,34,0,0,0,261,87,378,341,23,0,0,0,0,0,0,75,4,0,0
1o3f,0,0,0,0,0,0,0,0,0,527,153,180,12,151,2914,794,980,87,0,0,0,0,0,42,49,4,0,0,0,0,0,0,0,0,0,0
1o5b,0,136,42,44,3,0,0,0,0,417,114,116,9,0,1559,437,499,42,0,0,0,0,0,0,0,0,0,63,7,0,0,0,0,0,209,56
1owh,0,0,0,0,0,0,0,0,0,645,180,193,14,119,2908,846,913,74,0,0,0,0,0,40,44,4,0,0,0,0,0,0,0,0,0,0
1oyt,0,0,0,0,0,0,0,0,0,690,192,230,19,325,3813,1003,1187,86,37,46,1,0,0,78,95,9,152,0,0,0,0,0,0,0,0,0
1p1n,0,0,0,0,0,0,0,0,0,215,51,64,4,866,2091,503,621,30,0,0,0,0,0,203,254,11,0,0,0,0,0,0,0,0,0,0
1p1q,0,0,0,0,0,0,0,0,0,474,114,136,7,934,1640,390,481,30,0,0,0,0,0,229,273,14,0,0,0,0,0,0,0,0,0,0
1ps3,0,0,0,0,0,0,0,0,0,388,103,109,2,1191,1622,421,459,8,0,0,0,0,0,303,347,4,0,0,0,0,0,0,0,0,0,0
1pxn,0,0,0,0,0,0,0,0,0,1053,263,268,0,157,3016,725,762,0,0,0,0,0,0,39,40,0,0,52,0,0,0,0,0,0,215,53
1q8t,0,0,0,0,0,0,0,0,0,606,156,169,4,217,2904,731,837,25,0,0,0,0,0,51,57,2,0,0,0,0,0,0,0,0,0,0
1q8u,0,0,0,0,0,0,0,0,0,592,153,178,4,392,3245,810,970,33,0,0,0,0,0,112,123,4,0,63,2,0,0,0,0,0,207,54
1qf1,0,0,0,0,0,0,0,0,0,372,94,112,1,664,3402,925,1098,13,0,0,0,0,0,178,210,2,0,57,1,0,0,0,0,0,193,55
1qkt,0,0,0,0,0,0,0,0,0,0,0,0,0,395,3783,875,881,123,0,0,0,0,0,90,89,9,0,0,0,0,0,0,0,0,0,0
1r5y,0,0,0,0,0,0,0,0,0,807,203,241,16,186,1522,397,461,41,0,0,0,0,0,49,60,5,0,0,0,0,0,0,0,0,0,0
1s38,0,0,0,0,0,0,0,0,0,630,159,197,13,192,1734,471,532,44,0,0,0,0,0,48,63,5,0,0,0,0,0,0,0,0,0,0
1sqa,0,0,0,0,0,0,0,0,0,1037,300,318,22,115,3365,985,1073,84,0,0,0,0,0,34,42,4,0,0,0,0,0,0,0,0,0,0
1syi,0,0,0,0,0,0,0,0,0,673,158,194,12,906,2293,528,654,42,0,0,0,0,0,199,251,11,0,0,0,0,0,0,0,0,0,0
1u1b,0,0,0,0,0,0,0,0,0,868,253,244,26,2088,2414,726,657,62,0,0,0,386,142,683,596,38,0,0,0,0,0,0,118,7,0,0
1uto,0,0,0,0,0,0,0,0,0,197,56,62,5,0,1282,362,447,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1vso,0,0,0,0,0,0,0,0,0,348,85,107,6,1108,1913,445,560,41,0,0,0,139,38,260,343,13,0,0,0,0,0,0,47,2,0,0
1w4o,0,0,0,0,0,0,0,0,0,313,80,77,8,1246,1228,343,299,29,0,0,0,142,47,362,336,25,0,0,0,0,0,0,41,3,0,0
1y6r,0,0,0,0,0,0,0,0,0,1116,293,323,10,441,2624,700,778,24,0,0,0,0,0,109,132,4,0,65,2,0,0,0,0,0,193,53
1yc1,0,0,0,0,0,0,0,0,0,375,105,126,4,1035,3592,950,1153,29,0,0,0,0,0,276,335,8,0,0,0,0,0,0,0,0,0,0
1ydr,0,0,0,0,0,0,0,0,0,631,161,181,4,403,2942,733,867,36,0,0,0,0,0,114,125,5,0,63,3,0,0,0,0,0,213,58
1ydt,4,0,0,0,0,0,185,50,52,631,161,177,4,415,3966,985,1177,49,0,0,0,0,0,114,124,6,0,65,3,0,0,0,0,0,214,58
1z6e,0,0,0,0,0,0,0,0,0,1175,331,378,25,376,3370,969,1069,82,163,148,13,0,0,106,123,11,458,0,0,0,0,0,0,0,0,0
1z95,0,0,0,0,0,0,0,0,0,456,103,111,14,900,4142,952,965,113,219,219,25,0,0,201,221,24,911,56,6,0,0,0,0,0,223,51
1z9g,0,0,0,0,0,0,0,0,0,185,45,57,0,458,2282,622,753,10,0,0,0,0,0,118,146,1,0,59,1,0,0,0,0,0,188,54
2al5,0,0,0,0,0,0,0,0,0,667,159,196,10,896,1583,367,452,25,53,64,5,0,0,204,254,12,226,0,0,0,0,0,0,0,0,0
2br1,0,0,0,0,0,0,0,0,0,590,145,180,3,603,3408,863,1098,21,0,0,0,0,0,156,194,3,0,0,0,0,0,0,0,0,0,0
2brb,0,0,0,0,0,0,0,0,0,582,144,182,3,374,3145,809,1039,20,0,0,0,0,0,93,112,2,0,0,0,0,0,0,0,0,0,0
2c3i,0,0,0,0,0,0,0,0,0,788,187,226,0,183,3405,846,974,0,0,0,0,0,0,43,51,0,0,0,0,0,0,0,0,0,0,0
2cbv,0,0,0,0,0,0,0,0,0,231,61,63,1,951,1651,454,443,7,0,0,0,0,0,256,255,5,0,0,0,0,0,0,0,0,0,0
2cet,0,0,0,0,0,0,0,0,0,457,123,116,2,951,3580,926,909,16,0,0,0,0,0,253,250,6,0,0,0,0,0,0,0,0,0,0
2fvd,0,0,0,0,0,0,0,0,0,900,226,236,0,681,3306,822,869,0,91,98,0,0,0,169,173,1,414,38,0,0,0,0,0,0,136,33
2fxs,0,0,0,0,0,2,0,0,0,145,39,48,1,1254,2849,740,881,18,0,0,0,0,0,319,384,8,0,0,0,208,51,59,0,0,0,0
2hb1,2,0,0,0,0,0,154,51,49,0,0,0,0,866,1114,375,349,12,0,0,0,0,0,276,244,11,0,48,2,0,0,0,0,0,128,47
2iwx,0,0,0,0,0,2,0,0,0,0,0,0,0,961,3059,797,977,18,0,0,0,0,0,248,288,5,0,0,0,213,51,61,0,0,0,0
2j78,0,0,0,0,0,0,0,0,0,457,117,117,2,1175,1408,378,385,6,0,0,0,0,0,307,310,7,0,0,0,0,0,0,0,0,0,0
2j7h,0,0,0,0,0,0,0,0,0,460,122,122,2,702,1193,325,318,5,0,0,0,0,0,190,190,4,0,0,0,0,0,0,0,0,0,0
2p15,0,0,0,0,0,0,0,0,0,0,0,0,0,427,5931,1339,1345,190,159,158,24,0,0,101,94,11,619,0,0,0,0,0,0,0,0,0
2p4y,0,0,0,0,0,4,0,0,0,379,91,95,8,1032,5443,1222,1259,113,155,145,12,0,0,233,248,19,693,0,0,210,54,46,0,0,0,0
2pog,0,0,0,0,0,0,0,0,0,0,0,0,0,649,3856,901,921,131,0,0,0,0,0,146,152,18,0,0,0,0,0,0,0,0,0,0
2qbp,2,0,0,0,0,0,168,56,50,234,76,67,4,1164,3281,1089,964,48,0,0,0,0,0,364,338,15,0,92,4,0,0,0,0,0,271,91
2qbq,2,0,0,0,0,0,168,56,47,102,33,32,2,858,2894,988,862,40,0,0,0,0,0,283,247,10,0,48,2,0,0,0,0,0,128,49
2qbr,2,0,0,0,0,0,163,51,50,97,34,32,2,860,2606,898,785,40,0,0,0,0,0,276,248,11,0,48,2,0,0,0,0,0,129,49
2qe4,0,0,0,0,0,0,0,0,0,0,0,0,0,817,3991,900,951,136,0,0,0,0,0,191,208,25,0,0,0,0,0,0,0,0,0,0
2qnq,0,0,0,0,0,0,0,0,0,616,159,179,0,725,5389,1494,1609,3,0,0,0,0,0,191,219,0,0,116,0,381,101,109,0,0,372,102
2r9w,0,0,0,0,0,0,0,0,0,155,49,56,0,933,2954,986,1053,0,0,0,0,0,0,284,323,0,0,0,0,0,0,0,0,0,0,0
2v00,0,0,0,0,0,0,0,0,0,564,124,190,0,146,2145,512,802,0,0,0,0,0,0,32,54,0,0,0,0,0,0,0,0,0,0,0
2v7a,0,0,0,0,0,0,0,0,0,947,236,287,9,551,4004,1034,1226,49,0,0,0,0,0,141,165,7,0,0,0,0,0,0,0,0,0,0
2vkm,0,0,0,0,0,0,0,0,0,684,185,223,3,1004,6300,1696,1968,16,0,0,0,0,0,265,308,2,0,49,0,0,0,0,0,0,139,39
2vvn,0,0,0,0,0,0,0,0,0,442,112,124,5,842,1955,498,531,21,0,0,0,0,0,209,227,7,0,58,2,0,0,0,0,0,223,59
2vw5,0,0,0,0,0,0,0,0,0,375,77,106,2,925,4291,1090,1360,33,0,0,0,0,0,230,285,7,0,0,0,0,0,0,0,0,0,0
2w4x,0,0,0,0,0,0,0,0,0,587,144,156,8,1289,1515,370,389,13,0,0,0,0,0,325,338,12,0,0,0,0,0,0,0,0,0,0
2w66,0,0,0,0,0,0,0,0,0,426,107,117,5,1056,1938,508,533,20,0,0,0,0,0,268,286,8,0,0,0,0,0,0,0,0,0,0
2wbg,0,0,0,0,0,0,0,0,0,444,119,121,2,1180,3073,805,791,19,0,0,0,0,0,310,303,6,0,0,0,0,0,0,0,0,0,0
2wca,0,0,0,0,0,0,0,0,0,439,115,128,4,1202,2522,615,695,25,0,0,0,0,0,301,326,9,0,0,0,0,0,0,0,0,0,0
2weg,0,0,0,0,0,0,0,0,0,244,68,62,1,493,1289,354,313,6,62,58,1,0,0,134,122,2,225,65,1,0,0,0,0,0,243,70
2wer,0,0,0,0,0,2,0,0,0,0,0,0,0,1102,3094,798,992,18,0,0,0,0,0,283,331,7,0,0,0,216,52,58,0,0,0,0
2wn9,0,0,0,0,0,0,0,0,0,384,90,112,6,296,3105,742,951,57,0,0,0,0,0,67,85,7,0,0,0,0,0,0,0,0,0,0
2wnc,0,0,0,0,0,0,0,0,0,380,85,112,6,366,2974,740,921,51,0,0,0,0,0,84,116,6,0,0,0,0,0,0,0,0,0,0
2wtv,0,0,0,0,0,0,0,0,0,752,198,216,0,195,4559,1176,1212,0,102,118,0,0,0,46,50,0,421,0,0,170,41,42,0,0,0,0
2wvt,0,0,0,0,0,0,0,0,0,206,65,53,2,1011,1402,446,371,15,0,0,0,0,0,312,265,11,0,0,0,0,0,0,0,0,0,0
2x00,0,0,0,0,0,0,0,0,0,197,49,56,3,605,5495,1367,1737,89,0,0,0,0,0,149,193,9,0,0,0,0,0,0,0,0,0,0
2xb8,0,0,0,0,0,0,0,0,0,0,0,0,0,1404,3046,979,891,0,0,0,0,0,0,433,414,0,0,0,0,0,0,0,0,0,0,0
2xbv,0,0,0,0,0,7,0,0,0,747,221,236,22,391,3463,970,1097,93,123,124,10,0,0,110,116,7,362,0,0,226,60,68,0,0,0,0
2xdl,0,0,0,0,0,0,0,0,0,188,50,64,2,661,2443,605,782,21,0,0,0,0,0,165,199,5,0,0,0,0,0,0,0,0,0,0
2xii,0,0,0,0,0,0,0,0,0,379,115,99,4,932,3343,1043,886,36,0,0,0,0,0,281,237,10,0,0,0,0,0,0,0,0,0,0
2xj7,0,0,0,0,0,0,0,0,0,427,109,120,4,861,2105,542,585,20,0,0,0,0,0,216,232,8,0,0,0,0,0,0,0,0,0,0
2xnb,0,0,0,0,0,0,0,0,0,1090,281,284,0,231,3506,866,905,2,0,0,0,0,0,48,59,0,0,59,0,0,0,0,0,0,236,54
2xys,0,0,0,0,0,0,0,0,0,386,99,120,6,331,3846,991,1252,67,0,0,0,0,0,91,115,7,0,0,0,0,0,0,0,0,0,0
