,16.15,16.16,16.17,16.35,16.53,16.6,16.7,16.8,16.9,6.15,6.16,6.17,6.35,6.53,6.6,6.7,6.8,6.9,7.15,7.16,7.17,7.35,7.53,7.6,7.7,7.8,7.9,8.15,8.16,8.17,8.35,8.53,8.6,8.7,8.8,8.9
10gs,0,0,0,0,0,0,0,0,0,478,131,207,9,915,3285,864,1296,44,0,0,0,0,0,240,390,16,0,71,3,0,0,0,0,0,168,46
184l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265,566,671,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185l,0,0,0,0,0,0,0,0,0,236,59,74,3,0,1845,464,559,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2262,560,699,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1847,457,542,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1842,460,550,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1a28,0,0,0,0,0,0,0,0,0,0,0,0,0,447,4901,1079,1259,130,0,0,0,0,0,97,121,11,0,0,0,0,0,0,0,0,0,0
1a30,0,0,0,0,0,0,0,0,0,478,135,194,1,1366,2562,701,995,2,0,0,0,0,0,377,546,1,0,0,0,0,0,0,0,0,0,0
1a4k,0,0,0,0,0,0,0,0,0,426,131,150,2,856,3229,948,1070,12,0,0,0,0,0,260,282,3,0,0,0,0,0,0,0,0,0,0
1a4r,0,0,0,0,0,0,0,0,0,880,228,277,14,1446,1388,353,441,20,0,0,0,310,76,353,427,22,0,0,0,0,0,0,87,4,0,0
1a4w,0,0,0,0,0,0,0,0,0,1136,309,465,25,537,4145,1084,1646,90,0,0,0,0,0,132,214,13,0,96,6,0,0,0,0,0,226,64
1a69,0,0,0,0,0,0,0,0,0,804,236,311,22,1043,2084,602,815,57,0,0,0,0,0,318,410,28,0,0,0,0,0,0,0,0,0,0
