,16.15,16.16,16.17,16.35,16.53,16.6,16.7,16.8,16.9,6.15,6.16,6.17,6.35,6.53,6.6,6.7,6.8,6.9,7.15,7.16,7.17,7.35,7.53,7.6,7.7,7.8,7.9,8.15,8.16,8.17,8.35,8.53,8.6,8.7,8.8,8.9
10gs,0,0,0,0,0,0,0,0,0,478,131,207,9,915,3285,864,1296,44,0,0,0,0,0,240,390,16,0,71,3,0,0,0,0,0,168,46
11gs,0,0,0,0,0,2,0,0,0,481,133,201,10,1412,3492,947,1303,49,0,0,0,0,0,359,549,18,0,65,3,323,83,105,0,0,176,46
13gs,0,0,0,0,0,0,0,0,0,516,123,163,2,666,2375,628,855,16,0,0,0,0,0,182,273,8,0,38,0,0,0,0,0,0,117,30
16pk,0,0,0,0,0,0,0,0,0,907,229,421,26,1615,2154,626,1299,42,174,380,2,406,137,502,1103,18,472,0,0,0,0,0,293,4,0,0
184l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265,566,671,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185l,0,0,0,0,0,0,0,0,0,236,59,74,3,0,1845,464,559,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2262,560,699,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1847,457,542,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1842,460,550,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1a07,0,0,0,0,0,0,0,0,0,224,76,82,6,399,2151,647,758,37,0,0,0,0,0,126,146,10,0,0,0,0,0,0,0,0,0,0
1a0t,0,0,0,0,0,0,0,0,0,0,0,0,0,3560,3877,1204,1524,22,0,0,0,0,0,1063,1390,20,0,0,0,0,0,0,0,0,0,0
1a28,0,0,0,0,0,0,0,0,0,0,0,0,0,447,4901,1079,1259,130,0,0,0,0,0,97,121,11,0,0,0,0,0,0,0,0,0,0
